sensorReadingTime,serialNumber,distanceFromObject
1655564438958,fe784255-4faf-47ab-96f7-ea79c6e87f0c,240
1655564415960,fe784255-4faf-47ab-96f7-ea79c6e87f0c,267
1655564396795,fe784255-4faf-47ab-96f7-ea79c6e87f0c,205
1655564450406,3d798cef-bc66-4128-85af-2c9d36c251b9,283
1655564447240,3d798cef-bc66-4128-85af-2c9d36c251b9,278
1655564444074,3d798cef-bc66-4128-85af-2c9d36c251b9,296
1655564440908,3d798cef-bc66-4128-85af-2c9d36c251b9,210
1655564409248,3d798cef-bc66-4128-85af-2c9d36c251b9,291
1655564406082,3d798cef-bc66-4128-85af-2c9d36c251b9,206
1655564402916,3d798cef-bc66-4128-85af-2c9d36c251b9,264
1655564396584,3d798cef-bc66-4128-85af-2c9d36c251b9,283
1655564393418,3d798cef-bc66-4128-85af-2c9d36c251b9,223
1655564390252,3d798cef-bc66-4128-85af-2c9d36c251b9,228
1655564383920,3d798cef-bc66-4128-85af-2c9d36c251b9,223
1655564380754,3d798cef-bc66-4128-85af-2c9d36c251b9,290
1655564377588,3d798cef-bc66-4128-85af-2c9d36c251b9,226
1655564374422,3d798cef-bc66-4128-85af-2c9d36c251b9,241
1655564371256,3d798cef-bc66-4128-85af-2c9d36c251b9,244
1655564368090,3d798cef-bc66-4128-85af-2c9d36c251b9,299
1655564468724,9f14e906-5e19-4a70-9016-6e58f146d3f0,274
1655564450394,9f14e906-5e19-4a70-9016-6e58f146d3f0,284
1655564443062,9f14e906-5e19-4a70-9016-6e58f146d3f0,222
1655564421066,9f14e906-5e19-4a70-9016-6e58f146d3f0,238
1655564413734,9f14e906-5e19-4a70-9016-6e58f146d3f0,240
1655564402736,9f14e906-5e19-4a70-9016-6e58f146d3f0,252
1655564395404,9f14e906-5e19-4a70-9016-6e58f146d3f0,264
1655564443558,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,255
1655564426362,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,255
1655564497561,220437fd-77f5-463a-8d93-f59c944e60d4,216
1655564493229,220437fd-77f5-463a-8d93-f59c944e60d4,296
1655564491063,220437fd-77f5-463a-8d93-f59c944e60d4,202
1655564486731,220437fd-77f5-463a-8d93-f59c944e60d4,220
1655564469403,220437fd-77f5-463a-8d93-f59c944e60d4,260
1655564462905,220437fd-77f5-463a-8d93-f59c944e60d4,212
1655564460739,220437fd-77f5-463a-8d93-f59c944e60d4,262
1655564458573,220437fd-77f5-463a-8d93-f59c944e60d4,274
1655564456407,220437fd-77f5-463a-8d93-f59c944e60d4,218
1655564142006,f1ad9449-f80b-4dcb-8fab-66352e929322,289
1655564129742,f1ad9449-f80b-4dcb-8fab-66352e929322,241
1655564123610,f1ad9449-f80b-4dcb-8fab-66352e929322,214
1655564120544,f1ad9449-f80b-4dcb-8fab-66352e929322,254
1655564114412,f1ad9449-f80b-4dcb-8fab-66352e929322,219
1655564102148,f1ad9449-f80b-4dcb-8fab-66352e929322,244
1655564089884,f1ad9449-f80b-4dcb-8fab-66352e929322,253
1655564077620,f1ad9449-f80b-4dcb-8fab-66352e929322,288
1655564074554,f1ad9449-f80b-4dcb-8fab-66352e929322,226
1655564065356,f1ad9449-f80b-4dcb-8fab-66352e929322,245
1655564156008,276e1713-8675-495b-a4b3-c5015f0ca3a2,270
1655564148942,276e1713-8675-495b-a4b3-c5015f0ca3a2,227
1655564145409,276e1713-8675-495b-a4b3-c5015f0ca3a2,285
1655564138343,276e1713-8675-495b-a4b3-c5015f0ca3a2,289
1655564120678,276e1713-8675-495b-a4b3-c5015f0ca3a2,267
1655564117145,276e1713-8675-495b-a4b3-c5015f0ca3a2,278
1655564103013,276e1713-8675-495b-a4b3-c5015f0ca3a2,256
1655564067683,276e1713-8675-495b-a4b3-c5015f0ca3a2,211
1655564491237,fd4624c7-e15e-48be-bcf7-6ab67028a72c,229
1655564484637,fd4624c7-e15e-48be-bcf7-6ab67028a72c,214
1655564469237,fd4624c7-e15e-48be-bcf7-6ab67028a72c,201
1655564467037,fd4624c7-e15e-48be-bcf7-6ab67028a72c,298
1655564464837,fd4624c7-e15e-48be-bcf7-6ab67028a72c,206
1655564460437,fd4624c7-e15e-48be-bcf7-6ab67028a72c,246
1655564458237,fd4624c7-e15e-48be-bcf7-6ab67028a72c,228
1655564442837,fd4624c7-e15e-48be-bcf7-6ab67028a72c,250
1655564440637,fd4624c7-e15e-48be-bcf7-6ab67028a72c,261
1655564471507,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,208
1655564467307,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,273
1655564465207,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,259
1655564452607,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,257
1655564448407,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,226
1655564446307,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,203
1655564414807,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,289
1655564469942,17a34b4a-3018-416d-801c-cafd3bbe4b49,228
1655564452442,17a34b4a-3018-416d-801c-cafd3bbe4b49,237
1655564424442,17a34b4a-3018-416d-801c-cafd3bbe4b49,264
1655564410442,17a34b4a-3018-416d-801c-cafd3bbe4b49,215
1655564403442,17a34b4a-3018-416d-801c-cafd3bbe4b49,222
1655564456133,b5f6b144-0260-4c4f-83e1-469150f9055b,216
1655564448534,b5f6b144-0260-4c4f-83e1-469150f9055b,244
1655564438402,b5f6b144-0260-4c4f-83e1-469150f9055b,224
1655564433336,b5f6b144-0260-4c4f-83e1-469150f9055b,251
1655564425737,b5f6b144-0260-4c4f-83e1-469150f9055b,280
1655564400407,b5f6b144-0260-4c4f-83e1-469150f9055b,224
1655564214834,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,292
1655564212801,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,287
1655564202636,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,265
1655564200603,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,203
1655564194504,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,299
1655564192471,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,270
1655564186372,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,213
1655564178240,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,240
1655564174174,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,205
1655564164009,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,264
1655564159943,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,221
1655564480312,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,254
1655564477679,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,226
1655564464514,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,269
1655564456615,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,205
1655564446083,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,236
1655564438184,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,218
1655564430285,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,283
1655564417120,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,286
1655564195041,314ed64d-643f-4cd3-b164-f4a8ae02fc29,208
1655564191708,314ed64d-643f-4cd3-b164-f4a8ae02fc29,300
1655564178376,314ed64d-643f-4cd3-b164-f4a8ae02fc29,269
1655564175043,314ed64d-643f-4cd3-b164-f4a8ae02fc29,272
1655564158378,314ed64d-643f-4cd3-b164-f4a8ae02fc29,252
1655564151712,314ed64d-643f-4cd3-b164-f4a8ae02fc29,211
1655564145046,314ed64d-643f-4cd3-b164-f4a8ae02fc29,237
1655564115049,314ed64d-643f-4cd3-b164-f4a8ae02fc29,238
1655564211952,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,218
1655564205486,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,275
1655564189321,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,209
1655564186088,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,238
1655564179622,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,295
1655564169923,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,275
1655564163457,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,201
1655564160224,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,276
1655564147292,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,288
1655564144059,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,270
1655564140826,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,202
1655564124661,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,269
1655564121428,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,300
1655564118195,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,220
1655562505520,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,221
1655562502087,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,270
1655562488355,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,294
1655562474623,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,295
1655562471190,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,204
1655562467757,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,291
1655562457458,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,204
1655562429994,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,222
1655562426561,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,256
1655562423128,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,291
1655564490090,ba582015-fbb3-4842-887a-e291f773df84,202
1655564484158,ba582015-fbb3-4842-887a-e291f773df84,256
1655564466362,ba582015-fbb3-4842-887a-e291f773df84,215
1655564457464,ba582015-fbb3-4842-887a-e291f773df84,289
1655564448566,ba582015-fbb3-4842-887a-e291f773df84,263
1655564436702,ba582015-fbb3-4842-887a-e291f773df84,238
1655564418906,ba582015-fbb3-4842-887a-e291f773df84,218
1655564205703,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,294
1655564158708,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,257
1655564152442,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,208
1655564149309,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,265
1655564133644,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,252
1655564130511,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,239
1655564121112,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,242
1655564500253,cb2491d1-5578-410f-aa2d-b12f487ce65b,292
1655564494055,cb2491d1-5578-410f-aa2d-b12f487ce65b,267
1655564491989,cb2491d1-5578-410f-aa2d-b12f487ce65b,290
1655564487857,cb2491d1-5578-410f-aa2d-b12f487ce65b,237
1655564485791,cb2491d1-5578-410f-aa2d-b12f487ce65b,300
1655564481659,cb2491d1-5578-410f-aa2d-b12f487ce65b,296
1655564477527,cb2491d1-5578-410f-aa2d-b12f487ce65b,225
1655564473395,cb2491d1-5578-410f-aa2d-b12f487ce65b,277
1655564458933,cb2491d1-5578-410f-aa2d-b12f487ce65b,204
1655564454801,cb2491d1-5578-410f-aa2d-b12f487ce65b,261
1655564446537,cb2491d1-5578-410f-aa2d-b12f487ce65b,300
1655564440339,cb2491d1-5578-410f-aa2d-b12f487ce65b,254
1655564488697,7414a106-ee97-4824-ab25-70bedeae1136,266
1655564465501,7414a106-ee97-4824-ab25-70bedeae1136,286
1655564395913,7414a106-ee97-4824-ab25-70bedeae1136,273
1655564462708,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,227
1655564456108,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,276
1655564440708,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,267
1655564438508,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,286
1655564434108,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,295
1655564424438,50f7b4f3-7af5-4b07-a421-7b902c8d2b7c,213
1655564412639,50f7b4f3-7af5-4b07-a421-7b902c8d2b7c,245
1655564377242,50f7b4f3-7af5-4b07-a421-7b902c8d2b7c,218
1655564469502,20400202-c1da-4328-8e94-5bacc7d61ecb,296
1655564462702,20400202-c1da-4328-8e94-5bacc7d61ecb,294
1655564455902,20400202-c1da-4328-8e94-5bacc7d61ecb,260
1655564452502,20400202-c1da-4328-8e94-5bacc7d61ecb,265
1655564449102,20400202-c1da-4328-8e94-5bacc7d61ecb,271
1655564442302,20400202-c1da-4328-8e94-5bacc7d61ecb,217
1655564425302,20400202-c1da-4328-8e94-5bacc7d61ecb,214
1655564418502,20400202-c1da-4328-8e94-5bacc7d61ecb,268
1655564181774,454a7430-d4ff-47cf-8666-7428f8a9894d,263
1655564178541,454a7430-d4ff-47cf-8666-7428f8a9894d,234
1655564175308,454a7430-d4ff-47cf-8666-7428f8a9894d,266
1655564165609,454a7430-d4ff-47cf-8666-7428f8a9894d,222
1655564159143,454a7430-d4ff-47cf-8666-7428f8a9894d,241
1655564155910,454a7430-d4ff-47cf-8666-7428f8a9894d,237
1655564146211,454a7430-d4ff-47cf-8666-7428f8a9894d,208
1655564142978,454a7430-d4ff-47cf-8666-7428f8a9894d,269
1655564453572,3d798cef-bc66-4128-85af-2c9d36c251b9,244
1655564434576,3d798cef-bc66-4128-85af-2c9d36c251b9,208
1655564399750,3d798cef-bc66-4128-85af-2c9d36c251b9,204
1655564387086,3d798cef-bc66-4128-85af-2c9d36c251b9,285
1655564446728,9f14e906-5e19-4a70-9016-6e58f146d3f0,296
1655564435730,9f14e906-5e19-4a70-9016-6e58f146d3f0,269
1655564428398,9f14e906-5e19-4a70-9016-6e58f146d3f0,234
1655564417400,9f14e906-5e19-4a70-9016-6e58f146d3f0,210
1655564410068,9f14e906-5e19-4a70-9016-6e58f146d3f0,267
1655564388072,9f14e906-5e19-4a70-9016-6e58f146d3f0,218
1655564384406,9f14e906-5e19-4a70-9016-6e58f146d3f0,250
1655564380740,9f14e906-5e19-4a70-9016-6e58f146d3f0,291
1655564362410,9f14e906-5e19-4a70-9016-6e58f146d3f0,264
1655564506610,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,248
1655564495146,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,227
1655564483682,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,263
1655564477950,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,294
1655564466486,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,291
1655564455022,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,296
1655564446424,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,221
1655564437826,2b6fe805-9059-4e1b-b7ed-720f5b4bf10c,234
1655564495395,220437fd-77f5-463a-8d93-f59c944e60d4,202
1655564484565,220437fd-77f5-463a-8d93-f59c944e60d4,266
1655564452075,220437fd-77f5-463a-8d93-f59c944e60d4,281
1655564126676,f1ad9449-f80b-4dcb-8fab-66352e929322,205
1655564117478,f1ad9449-f80b-4dcb-8fab-66352e929322,204
1655564071488,f1ad9449-f80b-4dcb-8fab-66352e929322,287
1655564141876,276e1713-8675-495b-a4b3-c5015f0ca3a2,230
1655564124211,276e1713-8675-495b-a4b3-c5015f0ca3a2,248
1655564106546,276e1713-8675-495b-a4b3-c5015f0ca3a2,276
1655564497837,fd4624c7-e15e-48be-bcf7-6ab67028a72c,225
1655564495637,fd4624c7-e15e-48be-bcf7-6ab67028a72c,220
1655564493437,fd4624c7-e15e-48be-bcf7-6ab67028a72c,219
1655564482437,fd4624c7-e15e-48be-bcf7-6ab67028a72c,225
1655564480237,fd4624c7-e15e-48be-bcf7-6ab67028a72c,241
1655564453837,fd4624c7-e15e-48be-bcf7-6ab67028a72c,261
1655564451637,fd4624c7-e15e-48be-bcf7-6ab67028a72c,217
1655564445037,fd4624c7-e15e-48be-bcf7-6ab67028a72c,247
1655564473607,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,205
1655564450507,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,232
1655564440007,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,296
1655564433707,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,296
1655564429507,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,290
1655564412707,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,219
1655564476942,17a34b4a-3018-416d-801c-cafd3bbe4b49,287
1655564459442,17a34b4a-3018-416d-801c-cafd3bbe4b49,219
1655564427942,17a34b4a-3018-416d-801c-cafd3bbe4b49,238
1655564399942,17a34b4a-3018-416d-801c-cafd3bbe4b49,215
1655564382442,17a34b4a-3018-416d-801c-cafd3bbe4b49,275
1655564378942,17a34b4a-3018-416d-801c-cafd3bbe4b49,223
1655564413072,b5f6b144-0260-4c4f-83e1-469150f9055b,213
1655564397874,b5f6b144-0260-4c4f-83e1-469150f9055b,204
1655564387742,b5f6b144-0260-4c4f-83e1-469150f9055b,281
1655564210768,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,226
1655564176207,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,264
1655564168075,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,227
1655564157910,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,294
1655564469780,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,294
1655564451349,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,265
1655564411854,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,257
1655564188375,314ed64d-643f-4cd3-b164-f4a8ae02fc29,203
1655564185042,314ed64d-643f-4cd3-b164-f4a8ae02fc29,221
1655564168377,314ed64d-643f-4cd3-b164-f4a8ae02fc29,239
1655564161711,314ed64d-643f-4cd3-b164-f4a8ae02fc29,213
1655564135047,314ed64d-643f-4cd3-b164-f4a8ae02fc29,237
1655564128381,314ed64d-643f-4cd3-b164-f4a8ae02fc29,286
1655564121715,314ed64d-643f-4cd3-b164-f4a8ae02fc29,298
1655564098384,314ed64d-643f-4cd3-b164-f4a8ae02fc29,300
1655564208719,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,226
1655564199020,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,285
1655564195787,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,246
1655564192554,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,248
1655564166690,ae3e8fdb-70f2-41c1-9573-1a0ee31a1d7d,298
1655562491788,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,214
1655562478056,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,285
1655562454025,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,222
1655562443726,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,290
1655562440293,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,286
1655564487124,ba582015-fbb3-4842-887a-e291f773df84,296
1655564478226,ba582015-fbb3-4842-887a-e291f773df84,299
1655564460430,ba582015-fbb3-4842-887a-e291f773df84,300
1655564454498,ba582015-fbb3-4842-887a-e291f773df84,201
1655564430770,ba582015-fbb3-4842-887a-e291f773df84,213
1655564424838,ba582015-fbb3-4842-887a-e291f773df84,286
1655564208836,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,226
1655564202570,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,254
1655564186905,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,254
1655564177506,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,273
1655564155575,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,217
1655564127378,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,265
1655564117979,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,228
1655564496121,cb2491d1-5578-410f-aa2d-b12f487ce65b,290
1655564489923,cb2491d1-5578-410f-aa2d-b12f487ce65b,248
1655564408706,50f7b4f3-7af5-4b07-a421-7b902c8d2b7c,249
1655564483102,20400202-c1da-4328-8e94-5bacc7d61ecb,216
1655564398102,20400202-c1da-4328-8e94-5bacc7d61ecb,293
1655564197939,454a7430-d4ff-47cf-8666-7428f8a9894d,224
1655564185007,454a7430-d4ff-47cf-8666-7428f8a9894d,202
1655564113881,454a7430-d4ff-47cf-8666-7428f8a9894d,204
1655564446624,fe784255-4faf-47ab-96f7-ea79c6e87f0c,256
1655564442791,fe784255-4faf-47ab-96f7-ea79c6e87f0c,300
1655564459904,3d798cef-bc66-4128-85af-2c9d36c251b9,266
1655564437742,3d798cef-bc66-4128-85af-2c9d36c251b9,218
1655564454060,9f14e906-5e19-4a70-9016-6e58f146d3f0,289
1655564377074,9f14e906-5e19-4a70-9016-6e58f146d3f0,207
1655564488897,220437fd-77f5-463a-8d93-f59c944e60d4,241
1655564478067,220437fd-77f5-463a-8d93-f59c944e60d4,282
1655564454241,220437fd-77f5-463a-8d93-f59c944e60d4,299
1655564154270,f1ad9449-f80b-4dcb-8fab-66352e929322,284
1655564127744,276e1713-8675-495b-a4b3-c5015f0ca3a2,260
1655564431607,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,289
1655564427407,dbfde3b7-69bf-4c56-a9e8-dfd48af6df89,209
1655564480442,17a34b4a-3018-416d-801c-cafd3bbe4b49,205
1655564455942,17a34b4a-3018-416d-801c-cafd3bbe4b49,278
1655564438442,17a34b4a-3018-416d-801c-cafd3bbe4b49,227
1655564434942,17a34b4a-3018-416d-801c-cafd3bbe4b49,212
1655564406942,17a34b4a-3018-416d-801c-cafd3bbe4b49,234
1655564440935,b5f6b144-0260-4c4f-83e1-469150f9055b,256
1655564410539,b5f6b144-0260-4c4f-83e1-469150f9055b,239
1655564204669,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,229
1655564184339,466bb1b9-5dc3-4607-8f76-e0bcdcf6b9c7,235
1655564475046,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,266
1655564459248,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,278
1655564435551,d0234d78-d6df-4a1a-ace9-0e1c5773b7c7,221
1655564138380,314ed64d-643f-4cd3-b164-f4a8ae02fc29,274
1655562419695,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,268
1655562409396,59b4d78f-2d3f-43a6-868c-dc4697b0b7ff,237
1655564481192,ba582015-fbb3-4842-887a-e291f773df84,227
1655564196304,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,258
1655564180639,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,273
1655564124245,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,268
1655564452735,cb2491d1-5578-410f-aa2d-b12f487ce65b,278
1655564450669,cb2491d1-5578-410f-aa2d-b12f487ce65b,230
1655564444471,cb2491d1-5578-410f-aa2d-b12f487ce65b,235
1655564500295,7414a106-ee97-4824-ab25-70bedeae1136,229
1655564464908,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,223
1655564449508,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,284
1655564188240,454a7430-d4ff-47cf-8666-7428f8a9894d,210
1655564423626,fe784255-4faf-47ab-96f7-ea79c6e87f0c,275
1655564171240,3c5a4fff-3756-4907-9b4d-dfc03a7e1c31,256
1655564442405,cb2491d1-5578-410f-aa2d-b12f487ce65b,265
1655564453903,7414a106-ee97-4824-ab25-70bedeae1136,245
1655564392047,7414a106-ee97-4824-ab25-70bedeae1136,291
1655564425308,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,273
1655564412108,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,267
1655564409908,40c2f5c9-1aa1-4139-9dc8-8f91a6d40d48,244
1655564211319,cf977dd3-df90-492a-b05d-15fd3898a45b,266
1655564496097,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,260
1655564465497,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,279
1655564458697,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,208
1655564445097,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,295
1655564431497,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,252
1655564424697,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,294
1655564414497,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,247
1655564407697,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,213
1655564400897,dd97b03a-77a5-4fb2-8b9e-74b977a56a20,276
1655564181596,be3627ff-145c-48b6-9d22-01e9aae21360,273
1655564177863,be3627ff-145c-48b6-9d22-01e9aae21360,206
1655564166664,be3627ff-145c-48b6-9d22-01e9aae21360,287
1655564159198,be3627ff-145c-48b6-9d22-01e9aae21360,240
1655564151732,be3627ff-145c-48b6-9d22-01e9aae21360,231
1655564136800,be3627ff-145c-48b6-9d22-01e9aae21360,255
1655564103203,be3627ff-145c-48b6-9d22-01e9aae21360,296
1655564095737,be3627ff-145c-48b6-9d22-01e9aae21360,255
1655564512717,c9f5e618-cd06-4d2b-9b87-2a89d2423140,280
1655564509417,c9f5e618-cd06-4d2b-9b87-2a89d2423140,205
1655564489617,c9f5e618-cd06-4d2b-9b87-2a89d2423140,237
1655564486317,c9f5e618-cd06-4d2b-9b87-2a89d2423140,277
1655564479717,c9f5e618-cd06-4d2b-9b87-2a89d2423140,266
